"","Year","Area","Street","Street 2"
"1175",2011,"Birmingham","LloydsBar,̴BroadStr.",""
"1176",2011,"Birmingham","LodgeRdWinsonGreen",""
"1177",2011,"Birmingham","Loftlounge",""
"1178",2011,"Birmingham","LongAcreNechells",""
"1179",2011,"Birmingham","LowerbullStr.",""
"1180",2011,"Birmingham","LowerbullStr.",""
"1181",2011,"Birmingham","Lowerparade,̴Sutton",""
"1182",2011,"Birmingham","LowerParade,̴SuttonColdfield",""
"1183",2011,"Birmingham","Macdonalds,̴BordesleyGreenEast",""
"1184",2011,"Birmingham","Macdonalds,̴ramp,̴citycentre,̴Birmingham",""
"1185",2011,"Birmingham","Mailbox,̴Birmingham",""
"1186",2011,"Birmingham","McdonaldStr.,̴birmingham",""
"1187",2011,"Birmingham","MillwardClose,̴smallHeath",""
"1188",2011,"Birmingham","MonoBar,̴ArcadianCentre",""
"1189",2011,"Birmingham","MonoBar,LadywellWalk,̴CityCentre",""
"1190",2011,"Birmingham","Moorst",""
"1191",2011,"Birmingham","MoorStr.",""
"1192",2011,"Birmingham","MoorStr.EntancetoBullRing",""
"1193",2011,"Birmingham","MooreStr.,̴Birmingham",""
"1194",2011,"Birmingham","MooreStr.,̴CityCentre,̴Birmingham",""
"1195",2011,"Birmingham","Moseleypark,AlcesterStr.",""
"1196",2011,"Birmingham","NavigationSt,̴Birmingham",""
"1197",2011,"Birmingham","NavigationStr.",""
"1198",2011,"Birmingham","NeartoHair&̴Beauty,̴SohoRoad",""
"1199",2011,"Birmingham","NewMeetingStr.,Citycentre",""
"1200",2011,"Birmingham","NewSt",""
"1201",2011,"Birmingham","NewStB'hamCityCentre",""
"1202",2011,"Birmingham","NewStCityCentre",""
"1203",2011,"Birmingham","Newstrailwaystation",""
"1204",2011,"Birmingham","Newstrailwaystation",""
"1205",2011,"Birmingham","Newstrailwaystation",""
"1206",2011,"Birmingham","NewSt,̴Birmingham",""
"1207",2011,"Birmingham","NewStr.",""
"1208",2011,"Birmingham","NewStr.",""
"1209",2011,"Birmingham","NewStr.",""
"1210",2011,"Birmingham","NewStr.",""
"1211",2011,"Birmingham","NewStr.",""
"1212",2011,"Birmingham","NewStr.",""
"1213",2011,"Birmingham","NewStr.",""
"1214",2011,"Birmingham","NewStr.",""
"1215",2011,"Birmingham","NewStr.@̴StephensonStr.",""
"1216",2011,"Birmingham","NewStr.citycentre,̴Birmingham",""
"1217",2011,"Birmingham","NewStr.railwaty",""
"1218",2011,"Birmingham","NewStr.station",""
"1219",2011,"Birmingham","NewStr.Station",""
"1220",2011,"Birmingham","NewStr.Station",""
"1221",2011,"Birmingham","NewStr.Station",""
"1222",2011,"Birmingham","NewStr.Station,̴Birmingham",""
"1223",2011,"Birmingham","NewStr.station,̴stationapproach",""
"1224",2011,"Birmingham","NewStr.,̴Birmingham",""
"1225",2011,"Birmingham","NewStr.,̴Birmingham",""
"1226",2011,"Birmingham","NewStr.,̴Birmingham",""
"1227",2011,"Birmingham","NewStr.,̴CityCentre",""
"1228",2011,"Birmingham","NewStr.,̴CityCentre",""
"1229",2011,"Birmingham","NewStr.,̴CityCentre",""
"1230",2011,"Birmingham","NewStr.,̴CityCentre.",""
"1231",2011,"Birmingham","NewtownHousingCentre",""
"1232",2011,"Birmingham","NewtownRow",""
"1233",2011,"Birmingham","NextClearanceStore,̴CorporationStr..",""
"1234",2011,"Birmingham","NinevaroadaytSohoRd",""
"1235",2011,"Birmingham","Notknown",""
"1236",2011,"Birmingham","O/sBhamcrowncourt",""
"1237",2011,"Birmingham","O/sFlairsBroadStr.",""
"1238",2011,"Birmingham","O/sFlaresclub,̴BroadSt,̴Birmingham",""
"1239",2011,"Birmingham","O/SGatecrasherBroadStr.",""
"1240",2011,"Birmingham","O/SMcDonalds,̴Ramp,̴CityCentre",""
"1241",2011,"Birmingham","O/snewStr.station",""
"1242",2011,"Birmingham","O/SOceania,̴LadywellWalk,̴Birmingham",""
"1243",2011,"Birmingham","O/sReflexBroadStr.,̴CityCentre",""
"1244",2011,"Birmingham","O/sTheCrownPHStationRoad",""
"1245",2011,"Birmingham","O/sWalkaboutBroadStr.",""
"1246",2011,"Birmingham","O2̴Academy",""
"1247",2011,"Birmingham","O2̴Academy,̴Horsefair.",""
"1248",2011,"Birmingham","OhBar,̴BroadStr.,̴Birmingham",""
"1249",2011,"Birmingham","O'Neils,̴BroadStr.,̴Birmingham",""
"1250",2011,"Birmingham","OSBirminghamMagistratesCourt",""
"1251",2011,"Birmingham","Osdublinerph",""
"1252",2011,"Birmingham","OutsideBlissBroadStr.",""
"1253",2011,"Birmingham","OutsideBlissnightclub.",""
"1254",2011,"Birmingham","OutsideBlissnightclub.",""
"1255",2011,"Birmingham","OutsideBliss,BroadStr.",""
"1256",2011,"Birmingham","OutsideOVelvet,̴BroadSt.",""
"1257",2011,"Birmingham","OutsideOceanaClub",""
"1258",2011,"Birmingham","Outsidereflexnightclub",""
"1259",2011,"Birmingham","OutsideRevolutionBridgeStWalsal",""
"1260",2011,"Birmingham","Outsiderocketclubbroadst",""
"1261",2011,"Birmingham","Outsidewalkabout,BroadStr.",""
"1262",2011,"Birmingham","O'Velvet,̴Nightclub,̴BroadSt,̴Birmingham",""
"1263",2011,"Birmingham","OxhillRoad",""
"1264",2011,"Birmingham","PagodaIsland",""
"1265",2011,"Birmingham","Paradiseforum",""
"1266",2011,"Birmingham","ParadiseForumCityCentreBirmingham",""
"1267",2011,"Birmingham","ParadiseForum,̴VictoriaSquare,̴Birmingham",""
"1268",2011,"Birmingham","PershoreStcarpark",""
"1269",2011,"Birmingham","PershoreStr.Road,̴CityCentre",""
"1270",2011,"Birmingham","PershoreStr.,̴CityCentre.",""
"1271",2011,"Birmingham","PizzaHut,̴NewSt,̴Birmingham",""
"1272",2011,"Birmingham","QuigleyAvenue",""
"1273",2011,"Birmingham","Ragmarket,̴citycentre",""
"1274",2011,"Birmingham","ReflexonBroadStr.,̴Birmingham",""
"1275",2011,"Birmingham","Regencywharf",""
"1276",2011,"Birmingham","RisaBar,̴Birmingham",""
"1277",2011,"Birmingham","Risa,BroadStr.",""
"1278",2011,"Birmingham","RookeryRoad,̴Handsworth",""
"1279",2011,"Birmingham","RottersleyStr.,̴Birmingham",""
"1280",2011,"Birmingham","RotundaIsland,̴CityCEntre",""
"1281",2011,"Birmingham","SainsburysColmoreRow",""
"1282",2011,"Birmingham","SandringhamRoad",""
"1283",2011,"Birmingham","SandwellHospital",""
"1284",2011,"Birmingham","SenceintheArcadian",""
"1285",2011,"Birmingham","SenseNightclub,̴Arcadia,̴Birmingham",""
"1286",2011,"Birmingham","ShadwellStr.",""
"1287",2011,"Birmingham","ShakespeareBar,̴NewStr.Station.",""
"1288",2011,"Birmingham","ShakespearePH,̴NewStStation",""
"1289",2011,"Birmingham","SheepcoteStr.,̴Birmingham",""
"1290",2011,"Birmingham","SiohoRoad,̴Handsworth",""
"1291",2011,"Birmingham","SladeRoad,̴erdington",""
"1292",2011,"Birmingham","SmallbrookQueensway",""
"1293",2011,"Birmingham","SmallbrookQueensway",""
"1294",2011,"Birmingham","Smallbrookqueensway",""
"1295",2011,"Birmingham","Smallbrookqueensway",""
"1296",2011,"Birmingham","SmallbrookQueenswayCityCentreBirmingham",""
"1297",2011,"Birmingham","SmallbrookQueensway,Citycentre",""
"1298",2011,"Birmingham","Smethwickend",""
"1299",2011,"Birmingham","Sohohill",""
"1300",2011,"Birmingham","SohoHill,̴Handsworth,̴Birmingham",""
"1301",2011,"Birmingham","SohoRoad",""
"1302",2011,"Birmingham","SohoRoad",""
"1303",2011,"Birmingham","SohoRoad",""
"1304",2011,"Birmingham","Sohoroad",""
"1305",2011,"Birmingham","SommerfieldPark,̴WinsonGreen",""
"1306",2011,"Birmingham","SquarepegPH",""
"1307",2011,"Birmingham","SquarePeg,CorporationStr.",""
"1308",2011,"Birmingham","Starcity,̴Aston.",""
"1309",2011,"Birmingham","StarCity,̴Birmingham",""
"1310",2011,"Birmingham","StarCity,̴Nechells",""
"1311",2011,"Birmingham","StationRoad,̴CityCentre",""
"1312",2011,"Birmingham","SteelhouseLane",""
"1313",2011,"Birmingham","SteelhouseLane",""
"1314",2011,"Birmingham","SteelhouseLane",""
"1315",2011,"Birmingham","SteelhouseLane",""
"1316",2011,"Birmingham","SteelhouseLane",""
"1317",2011,"Birmingham","Steelhouselane",""
"1318",2011,"Birmingham","Steelhouselane",""
"1319",2011,"Birmingham","SteelhouseLane",""
"1320",2011,"Birmingham","SteelhouseLanePolicestation",""
"1321",2011,"Birmingham","SteelhouseLane,̴Birmingham",""
"1322",2011,"Birmingham","SteelhouseLane,̴CityCentre,̴Birmingham",""
"1323",2011,"Birmingham","StephensonSt",""
"1324",2011,"Birmingham","StephensonStr.",""
"1325",2011,"Birmingham","StephensonStr.,̴BirminghamCity",""
"1326",2011,"Birmingham","StephensonStr.,̴CityCentre",""
"1327",2011,"Birmingham","StephensonsStr.",""
"1328",2011,"Birmingham","SuffolkStQueensway",""
"1329",2011,"Birmingham","SugarSuite,̴BroadStr.",""
"1330",2011,"Birmingham","Summerlane",""
"1331",2011,"Birmingham","Summerrow",""
"1332",2011,"Birmingham","TempleRow",""
"1333",2011,"Birmingham","Templerow",""
"1334",2011,"Birmingham","TennantSt",""
"1335",2011,"Birmingham","TerraceRoad,̴Handsworth",""
"1336",2011,"Birmingham","Tescoastonlane",""
"1337",2011,"Birmingham","TescoSpringHill",""
"1338",2011,"Birmingham","TheParadeSuttonColdfield",""
"1339",2011,"Birmingham","TheParade,̴SuttonColdfield",""
"1340",2011,"Birmingham","TheRamp,̴CorporationSt,̴Birmingham",""
"1341",2011,"Birmingham","TheRamp.",""
"1342",2011,"Birmingham","ThornhillRoad,̴Birmingham",""
"1343",2011,"Birmingham","ThornhillRoad,̴Handsworth",""
"1344",2011,"Birmingham","ThorpeStatHurstSt",""
"1345",2011,"Birmingham","ThorpeStr.",""
"1346",2011,"Birmingham","TrocaderoPublichouseo/s",""
"1347",2011,"Birmingham","TurnersPallets,̴Hayholeroad",""
"1348",2011,"Birmingham","UpperdeanStr.",""
"1349",2011,"Birmingham","UpperDeanStr.,̴Birmingham",""
"1350",2011,"Birmingham","UpperDeanStr.,̴BirminghamCityCentre",""
"1351",2011,"Birmingham","UpperDeanStr.,̴CityCentre",""
"1352",2011,"Birmingham","UpperparadeSuttonColdfield",""
"1353",2011,"Birmingham","UpperParadeSuttonColdfield",""
"1354",2011,"Birmingham","Victoriasquare,̴̴bham",""
"1355",2011,"Birmingham","VictoriaSquare,̴CityCentre.",""
"1356",2011,"Birmingham","Waiverleypark,Handsworth",""
"1357",2011,"Birmingham","Walkaboutbarbroadst",""
"1358",2011,"Birmingham","WalkaboutPH,̴BroadSt,̴Birmingham",""
"1359",2011,"Birmingham","WalkaboutPH,̴BroadStr.,̴Birmingham",""
"1360",2011,"Birmingham","Walkabout,̴BroadStr.",""
"1361",2011,"Birmingham","Walsallroad,̴̴greatbarr",""
"1362",2011,"Birmingham","WalsallRoad,̴PerryBarr",""
"1363",2011,"Birmingham","Warfroadkingsnorton",""
"1364",2011,"Birmingham","WarwardsLane",""
"1365",2011,"Birmingham","WashingtonDrive,̴HandsworthWood",""
"1366",2011,"Birmingham","WashingtonStr.",""
"1367",2011,"Birmingham","WaterlooRoad,̴Smethwick",""
"1368",2011,"Birmingham","WaverhillPark,̴Handsworth",""
"1369",2011,"Birmingham","WaverhillRoad,̴Handsworth",""
"1370",2011,"Birmingham","Wayentrancevillaground",""
"1371",2011,"Birmingham","WellingtonRoad",""
"1372",2011,"Birmingham","WittonArms",""
"1373",2011,"Birmingham","WittonRoad",""
"1374",2011,"Birmingham","WittonRoad",""
"1375",2011,"Birmingham","WittonRoadAston",""
"1376",2011,"Birmingham","WrottesleyStr.",""
"1377",2011,"Coventry","PrimrosehillCoventry",""
"1378",2011,"Coventry","Albanyroad",""
"1379",2011,"Coventry","AldbourneRoad",""
"1380",2011,"Coventry","Aldermansgreenroad",""
"1381",2011,"Coventry","AllesleyOldRoad",""
"1382",2011,"Coventry","AlmondTreeAvenue",""
"1383",2011,"Coventry","ArburyaveCoventry",""
"1384",2011,"Coventry","ArenacarparkA444",""
"1385",2011,"Coventry","ArgylestCoventry",""
"1386",2011,"Coventry","ArmstrongAvenueStoke",""
"1387",2011,"Coventry","AshorneClose",""
"1388",2011,"Coventry","AttoxhallRd",""
"1389",2011,"Coventry","Averleyroad,̴daimlergreen",""
"1390",2011,"Coventry","AwsonStr.",""
"1391",2011,"Coventry","BandalsSurgery,̴FoleshillRoad",""
"1392",2011,"Coventry","BellgreenrdJunctionA444",""
"1393",2011,"Coventry","BellGreenRoad,̴Coventry",""
"1394",2011,"Coventry","BellGreenRoad,̴Coventry",""
"1395",2011,"Coventry","BinleyRoad",""
"1396",2011,"Coventry","BinleyRoad",""
"1397",2011,"Coventry","BinleyRoad",""
"1398",2011,"Coventry","BinleyRoad",""
"1399",2011,"Coventry","BishopStr.",""
"1400",2011,"Coventry","Blackhorselane",""
"1401",2011,"Coventry","BlytheRoad",""
"1402",2011,"Coventry","BPGarageAnstyroad",""
"1403",2011,"Coventry","Bramblestcoventry",""
"1404",2011,"Coventry","BraodParkRoad,̴Coventry",""
"1405",2011,"Coventry","BredonAve,̴Coventry",""
"1406",2011,"Coventry","Broadgate",""
"1407",2011,"Coventry","BullYard",""
"1408",2011,"Coventry","BushberryAvenue",""
"1409",2011,"Coventry","ButtsroadCoventry",""
"1410",2011,"Coventry","Cashslane",""
"1411",2011,"Coventry","Cauldonroad",""
"1412",2011,"Coventry","CharterAve",""
"1413",2011,"Coventry","CharteraveCoventry",""
"1414",2011,"Coventry","ChesterStr.",""
"1415",2011,"Coventry","ChestertonRoad",""
"1416",2011,"Coventry","CheveralAve,̴Coventry",""
"1417",2011,"Coventry","CliffbridgeRoad",""
"1418",2011,"Coventry","CliftonSt,Coventry.",""
"1419",2011,"Coventry","CocStr.",""
"1420",2011,"Coventry","CommunallandingatGeorgePooleHouse,̴Coventry",""
"1421",2011,"Coventry","Comptonroad",""
"1422",2011,"Coventry","Concoursenearmortimers",""
"1423",2011,"Coventry","Cookst",""
"1424",2011,"Coventry","CorporationSt",""
"1425",2011,"Coventry","CorporationSt,Coventry.",""
"1426",2011,"Coventry","CorporationStr.",""
"1427",2011,"Coventry","Coundonroad",""
"1428",2011,"Coventry","Coventry",""
"1429",2011,"Coventry","CoventryCentralcells",""
"1430",2011,"Coventry","CoventryCentralFrontoffice",""
"1431",2011,"Coventry","Coventrycentralpolstn",""
"1432",2011,"Coventry","Coventrycentralpolicestation",""
"1433",2011,"Coventry","Coventrycentralpolicestation",""
"1434",2011,"Coventry","CoventryCentralPS",""
"1435",2011,"Coventry","CoventryCentralPS",""
"1436",2011,"Coventry","CoventryRailwatStation.",""
"1437",2011,"Coventry","CoventryRailwayStation.",""
"1438",2011,"Coventry","Coventrytrainstation",""
"1439",2011,"Coventry","CoxStr.",""
"1440",2011,"Coventry","CrossRoad",""
"1441",2011,"Coventry","Devonshirearms",""
"1442",2011,"Coventry","Duckhamcourt",""
"1443",2011,"Coventry","EarlsdonHighStr.",""
"1444",2011,"Coventry","ElmsPub,̴Birminghamroad",""
"1445",2011,"Coventry","FairfaxStr.",""
"1446",2011,"Coventry","FargosfordStr.",""
"1447",2011,"Coventry","FarGosfordStr.",""
"1448",2011,"Coventry","FarndaleAve",""
"1449",2011,"Coventry","FarndaleAve",""
"1450",2011,"Coventry","FoleshillRd",""
"1451",2011,"Coventry","FoleshillRoad",""
"1452",2011,"Coventry","FoleshillRoad",""
"1453",2011,"Coventry","FoleshillRoad",""
"1454",2011,"Coventry","Foleshillroad,̴Coventry",""
"1455",2011,"Coventry","FourPoundsAve,̴Coventry",""
"1456",2011,"Coventry","FRiarsroad",""
"1457",2011,"Coventry","FrontofCoventryCentralpoliceStation",""
"1458",2011,"Coventry","Frontoffice",""
"1459",2011,"Coventry","FrontOffice",""
"1460",2011,"Coventry","GalaBingo,̴PoolMeadow",""
"1461",2011,"Coventry","GosfordStr.",""
"1462",2011,"Coventry","GosfordStr.",""
"1463",2011,"Coventry","GosfordStr.",""
"1464",2011,"Coventry","GreyfriarsstCoventry",""
"1465",2011,"Coventry","GulsonroadCoventry",""
"1466",2011,"Coventry","GulsonRoadCoventry",""
"1467",2011,"Coventry","Halest",""
"1468",2011,"Coventry","HalesStr.,̴Coventry",""
"1469",2011,"Coventry","HartfrodStr.",""
"1470",2011,"Coventry","HayleStr.",""
"1471",2011,"Coventry","HaylesStr.",""
"1472",2011,"Coventry","HedgefieldWay",""
"1473",2011,"Coventry","HeraldwayCoventry",""
"1474",2011,"Coventry","HighstCoventry",""
"1475",2011,"Coventry","HighStr.",""
"1476",2011,"Coventry","HighStr.",""
"1477",2011,"Coventry","HillStr.",""
"1478",2011,"Coventry","HipswellHighway",""
"1479",2011,"Coventry","Holmesdaleroad",""
"1480",2011,"Coventry","HurstRoad",""
"1481",2011,"Coventry","Ibishotel",""
"1482",2011,"Coventry","IkeaCarPark",""
"1483",2011,"Coventry","Ikeaplaza",""
"1484",2011,"Coventry","Ironmongerrow",""
"1485",2011,"Coventry","Jardinecrescent",""
"1486",2011,"Coventry","Jardinecrescent",""
"1487",2011,"Coventry","JasrdineCrescent",""
"1488",2011,"Coventry","JDWetherspoonEarlsdon",""
"1489",2011,"Coventry","JordanWell",""
"1490",2011,"Coventry","JordanWell,̴Coventry",""
"1491",2011,"Coventry","Jubileecresent",""
"1492",2011,"Coventry","KirbyRoad",""
"1493",2011,"Coventry","LadyLane",""
"1494",2011,"Coventry","LambethClose",""
"1495",2011,"Coventry","LeaderClose",""
"1496",2011,"Coventry","LidicePlace",""
"1497",2011,"Coventry","LincolnStr.,Coventry",""
"1498",2011,"Coventry","LittlParkStr.",""
"1499",2011,"Coventry","Littleparkst,Coventry.",""
"1500",2011,"Coventry","LittleParkSt,Coventry.",""
"1501",2011,"Coventry","LittleparkstCoventry",""
"1502",2011,"Coventry","LittleParkStr.",""
"1503",2011,"Coventry","LittleParkStr.",""
"1504",2011,"Coventry","LittleParkStr.",""
"1505",2011,"Coventry","LittleparkStr.",""
"1506",2011,"Coventry","LittleParkStr.",""
"1507",2011,"Coventry","LittleParkStr.",""
"1508",2011,"Coventry","LittleParkStr.",""
"1509",2011,"Coventry","LittleParkStr.",""
"1510",2011,"Coventry","LittleparkStr.",""
"1511",2011,"Coventry","LondonRoad",""
"1512",2011,"Coventry","LondonRoad",""
"1513",2011,"Coventry","LongfordRoad",""
"1514",2011,"Coventry","LowerFordst",""
"1515",2011,"Coventry","LowerfordStr.",""
"1516",2011,"Coventry","Lowerholyheaddjtnwithsponst",""
"1517",2011,"Coventry","LowerholyheadrdCoventry",""
"1518",2011,"Coventry","LowerholyheadroadCoventry",""
"1519",2011,"Coventry","LowerPrecinctCoventry",""
"1520",2011,"Coventry","MAFO",""
"1521",2011,"Coventry","Manorhousedrive",""
"1522",2011,"Coventry","MarketWay",""
"1523",2011,"Coventry","Maryslessorst",""
"1524",2011,"Coventry","Masserroad",""
"1525",2011,"Coventry","McDonaldsRestaurantA45̴,Coventry.",""
"1526",2011,"Coventry","MemorialPark,̴Coventry",""
"1527",2011,"Coventry","MiddleRide",""
"1528",2011,"Coventry","MileLane",""
"1529",2011,"Coventry","Milelane",""
"1530",2011,"Coventry","MilleniumPlace",""
"1531",2011,"Coventry","MilleniumPlace",""
"1532",2011,"Coventry","MintCasino,̴KingWilliamStr.",""
"1533",2011,"Coventry","MirandaClose",""
"1534",2011,"Coventry","Morrisroad",""
"1535",2011,"Coventry","Motormuseum",""
"1536",2011,"Coventry","Newunionst",""
"1537",2011,"Coventry","Normanplaceroad",""
"1538",2011,"Coventry","NorthyRoad",""
"1539",2011,"Coventry","O/sCCFO",""
"1540",2011,"Coventry","O/scoventrycentralpolicestation",""
"1541",2011,"Coventry","O/sGosfordArms",""
"1542",2011,"Coventry","OakGosfordStr.",""
"1543",2011,"Coventry","OutsideCoventryCentralPS",""
"1544",2011,"Coventry","OutsideFoleshillPS",""
"1545",2011,"Coventry","OutsidefrontofCoventryCentralPoliceStation.",""
"1546",2011,"Coventry","OutsideheatBar",""
"1547",2011,"Coventry","Outsidekasbars",""
"1548",2011,"Coventry","OutsideoftheJewsonStand,̴Richoarena,̴Coventry",""
"1549",2011,"Coventry","Owenfordroad",""
"1550",2011,"Coventry","PalmTreeAve,̴WoodEnd",""
"1551",2011,"Coventry","PalmerLane,̴Coventry.",""
"1552",2011,"Coventry","PalmerLane,̴Coventry.",""
"1553",2011,"Coventry","PalmerLane,̴Coventry.",""
"1554",2011,"Coventry","PenruddickDrive,̴Coventry",""
"1555",2011,"Coventry","Plymouthclose",""
"1556",2011,"Coventry","Poolmeadow",""
"1557",2011,"Coventry","PoolMeadowBusStation",""
"1558",2011,"Coventry","Poolmeadowbusstn",""
"1559",2011,"Coventry","Poolmeadow",""
"1560",2011,"Coventry","Poolmeadowbusstation",""
"1561",2011,"Coventry","Poolmeadowbusstation",""
"1562",2011,"Coventry","PoppyCourt,̴RemembranceRoad,̴Willenhall,̴Coventry",""
"1563",2011,"Coventry","PrimroseHillSt",""
"1564",2011,"Coventry","PrimroseHillStr.",""
"1565",2011,"Coventry","PrimroseHillStr.",""
"1566",2011,"Coventry","PrimroseHillStr.,Coventry.",""
"1567",2011,"Coventry","Princethorpeway",""
"1568",2011,"Coventry","PrioryFields,̴Coventry",""
"1569",2011,"Coventry","PrioryGardens",""
"1570",2011,"Coventry","PrioryStr.",""
"1571",2011,"Coventry","Pumaway",""
"1572",2011,"Coventry","QueenMary'sRoad,Foleshill,Coventry.",""
"1573",2011,"Coventry","QueenmarysroadCoventry",""
"1574",2011,"Coventry","QueenVictoriaRoad",""
"1575",2011,"Coventry","RadfordRoad",""
"1576",2011,"Coventry","Radfordroad",""
"1577",2011,"Coventry","RaglanStr.",""
"1578",2011,"Coventry","Redlane",""
"1579",2011,"Coventry","RemembranceRoad",""
"1580",2011,"Coventry","Richoareana",""
"1581",2011,"Coventry","Richoareana",""
"1582",2011,"Coventry","Richoarena,̴Coventry",""
"1583",2011,"Coventry","RicohArena",""
"1584",2011,"Coventry","RicohArena",""
"1585",2011,"Coventry","RicohArena",""
"1586",2011,"Coventry","Ridgethorpe,̴Willenhall,̴Coventry",""
"1587",2011,"Coventry","RileysSquare,̴BellGreen",""
"1588",2011,"Coventry","RingRd",""
"1589",2011,"Coventry","RiverwalkWalkWoodEnd",""
"1590",2011,"Coventry","RolandAvenue,Holbrooks,Coventry.",""
"1591",2011,"Coventry","Rotherhanmroad",""
"1592",2011,"Coventry","Sainsburys,TrinitySt,Coventry.",""
"1593",2011,"Coventry","ScotsLane",""
"1594",2011,"Coventry","SewallHighway",""
"1595",2011,"Coventry","Sewallhighway",""
"1596",2011,"Coventry","SewallhighwayCoventry",""
"1597",2011,"Coventry","SilverStr.,Coventry.",""
"1598",2011,"Coventry","SkyBlueWay",""
"1599",2011,"Coventry","Skydome",""
"1600",2011,"Coventry","Skydome",""
"1601",2011,"Coventry","Skydome",""
"1602",2011,"Coventry","Skydome",""
"1603",2011,"Coventry","Skydome",""
"1604",2011,"Coventry","Skydome",""
"1605",2011,"Coventry","Skydome",""
"1606",2011,"Coventry","Skydome",""
"1607",2011,"Coventry","SkyDomeConcourse",""
"1608",2011,"Coventry","SkyDomeConcourse",""
"1609",2011,"Coventry","SkyDomeConcourse",""
"1610",2011,"Coventry","Skydomeconcourse",""
"1611",2011,"Coventry","Skydomeconcourse",""
"1612",2011,"Coventry","SkydomeconcourseCovenmtry",""
"1613",2011,"Coventry","SkydomeconcourseCoventry",""
"1614",2011,"Coventry","SkyDomeconcourse.",""
"1615",2011,"Coventry","SkyDome,̴Coventry",""
"1616",2011,"Coventry","SkyDome,̴CoventryCitycentre",""
"1617",2011,"Coventry","SkyDome.",""
"1618",2011,"Coventry","Skydome.",""
"1619",2011,"Coventry","Skydome.",""
"1620",2011,"Coventry","Skydome",""
"1621",2011,"Coventry","Skydome",""
"1622",2011,"Coventry","Skydome",""
"1623",2011,"Coventry","Skydome",""
"1624",2011,"Coventry","Skydome",""
"1625",2011,"Coventry","Skydome",""
"1626",2011,"Coventry","Skydome,̴Coventry.",""
"1627",2011,"Coventry","SkydomeCarPark",""
"1628",2011,"Coventry","SkydomeCarPark",""
"1629",2011,"Coventry","Skydomecomplex",""
"1630",2011,"Coventry","SkydomeComplex",""
"1631",2011,"Coventry","Skydomecomplex",""
"1632",2011,"Coventry","SkydomeComplex,̴Coventry",""
"1633",2011,"Coventry","Skydomeconcourse",""
"1634",2011,"Coventry","Skydomeconcourse",""
"1635",2011,"Coventry","Skydomeconcourse",""
"1636",2011,"Coventry","SkydomeConcourse",""
"1637",2011,"Coventry","SkydomeConcourse",""
"1638",2011,"Coventry","SkydomeConcourse",""
"1639",2011,"Coventry","Skydomeconcourse",""
"1640",2011,"Coventry","Skydomeconcourse",""
"1641",2011,"Coventry","Skydomeconcourse",""
"1642",2011,"Coventry","Skydomeconcourse",""
"1643",2011,"Coventry","Skydomeconcourse",""
"1644",2011,"Coventry","Skydomeconcourse",""
"1645",2011,"Coventry","SkydomeConcourse",""
"1646",2011,"Coventry","SkydomeConcourse",""
"1647",2011,"Coventry","Skydomeconcourse",""
"1648",2011,"Coventry","Skydomeconcourse,Coventry",""
"1649",2011,"Coventry","Skydomeconcourse...",""
"1650",2011,"Coventry","SkydomeCoventry",""
"1651",2011,"Coventry","SkydomeCoventry",""
"1652",2011,"Coventry","SkydomeCoventryCityCentre",""
"1653",2011,"Coventry","SkyDome,̴Coventry",""
"1654",2011,"Coventry","Skydome,̴Coventry",""
"1655",2011,"Coventry","SorellClose",""
"1656",2011,"Coventry","SouthbankRoad,Coventry.",""
"1657",2011,"Coventry","Spomstcoventry",""
"1658",2011,"Coventry","SponEnd",""
"1659",2011,"Coventry","SponEnd,̴Coventry",""
"1660",2011,"Coventry","SponSt,Coventry",""
"1661",2011,"Coventry","SponSt,Coventry.",""
"1662",2011,"Coventry","SPONSTCoventry",""
"1663",2011,"Coventry","SponstCoventry",""
"1664",2011,"Coventry","SponstCoventry",""
"1665",2011,"Coventry","SponstCoventry",""
"1666",2011,"Coventry","SponstCoventry",""
"1667",2011,"Coventry","SponstCoventry",""
"1668",2011,"Coventry","SponstCoventry",""
"1669",2011,"Coventry","SponStr.",""
"1670",2011,"Coventry","SponSTreet",""
"1671",2011,"Coventry","SponStr.",""
"1672",2011,"Coventry","SponStr.",""
"1673",2011,"Coventry","SponStr.",""
"1674",2011,"Coventry","SponSTreet",""
"1675",2011,"Coventry","Stgeorgesroad",""
"1676",2011,"Coventry","StGeorgesRoad,̴Stoke",""
"1677",2011,"Coventry","StLukesRoadCoventry",""
"1678",2011,"Coventry","StonetStantonRoadPoliceStation",""
"1679",2011,"Coventry","StoneyStantonRoadPoliceStation,̴Coventry",""
"1680",2011,"Coventry","SwanswellPark",""
"1681",2011,"Coventry","TachbrookClose",""
"1682",2011,"Coventry","TarquinClose,̴Coventry",""
"1683",2011,"Coventry","TerryRoad",""
"1684",2011,"Coventry","TerryRoad,̴Coventry",""
"1685",2011,"Coventry","TheBullYardCityCentre",""
"1686",2011,"Coventry","TheBullyard",""
"1687",2011,"Coventry","TheBurges",""
"1688",2011,"Coventry","TheBurgess",""
"1689",2011,"Coventry","TheBurgess",""
"1690",2011,"Coventry","Theburgess",""
"1691",2011,"Coventry","ThebuttsCoventry",""
"1692",2011,"Coventry","TheButtsRetreatPH",""
"1693",2011,"Coventry","TheCroftLongford",""
"1694",2011,"Coventry","TheForummedicalcentre,̴Coventry",""
"1695",2011,"Coventry","ThimblerRoad",""
"1696",2011,"Coventry","Tilehilllanecoventry",""
